order_id,order_date,category,product,region,segment,ship_mode,payment,quantity,unit_price,discount,revenue,profit,profit_margin,month,month_num,quarter,weekday
ORD102396,2023-01-21,Home & Kitchen,Bedsheet,East,Consumer,Express,COD,3,4973.46,0.2,11936.3,5046.91,42.28,January,1,Q1,Saturday
ORD102397,2023-02-09,Electronics,Laptop,North,Corporate,Same Day,UPI,2,57068.15,0.0,114136.3,39918.45,34.97,February,2,Q1,Thursday
ORD102398,2023-08-25,Home & Kitchen,Pressure Cooker,North,Home Office,Same Day,Credit Card,4,2489.08,0.15,8462.87,2655.95,31.38,August,8,Q3,Friday
ORD102399,2023-01-13,Home & Kitchen,Lamp,North,Home Office,Same Day,Net Banking,4,1005.24,0.15,3417.82,1257.19,36.78,January,1,Q1,Friday
ORD102400,2023-08-02,Clothing,Jeans,East,Home Office,Express,COD,5,1314.73,0.1,5916.28,2913.58,49.25,August,8,Q3,Wednesday
ORD102401,2023-07-25,Clothing,Saree,West,Corporate,Standard,Debit Card,3,1319.91,0.0,3959.73,2030.38,51.28,July,7,Q3,Tuesday
ORD102402,2023-10-16,Books,Fiction Novel,South,Consumer,Standard,COD,2,954.61,0.15,1622.84,307.35,18.94,October,10,Q4,Monday
ORD102403,2023-04-21,Clothing,Jeans,South,Consumer,Same Day,Debit Card,5,2211.64,0.0,11058.2,4032.98,36.47,April,4,Q2,Friday
ORD102404,2023-08-01,Books,Self-Help,West,Corporate,Same Day,Credit Card,4,974.43,0.15,3313.06,1242.41,37.5,August,8,Q3,Tuesday
ORD102405,2023-12-03,Electronics,Headphones,North,Consumer,Standard,Debit Card,5,61594.26,0.15,261775.6,67722.53,25.87,December,12,Q4,Sunday
ORD102406,2023-05-30,Electronics,Smartphone,North,Corporate,Economy,UPI,3,7686.64,0.0,23059.92,10690.76,46.36,May,5,Q2,Tuesday
ORD102407,2023-08-09,Electronics,Tablet,West,Corporate,Standard,Net Banking,3,63850.84,0.0,191552.52,97243.97,50.77,August,8,Q3,Wednesday
ORD102408,2023-07-15,Books,Biography,South,Consumer,Economy,COD,5,545.43,0.0,2727.15,1085.44,39.8,July,7,Q3,Saturday
ORD102409,2023-08-02,Books,Self-Help,South,Corporate,Standard,UPI,4,1454.51,0.0,5818.04,1884.59,32.39,August,8,Q3,Wednesday
ORD102410,2023-11-26,Home & Kitchen,Lamp,South,Consumer,Economy,COD,3,10558.63,0.2,25340.71,9158.83,36.14,November,11,Q4,Sunday
ORD102411,2023-03-03,Electronics,Smartwatch,East,Home Office,Express,UPI,4,45160.7,0.0,180642.8,91896.53,50.87,March,3,Q1,Friday
ORD102412,2023-07-15,Home & Kitchen,Lamp,North,Consumer,Economy,Credit Card,2,11123.67,0.1,20022.61,7733.64,38.62,July,7,Q3,Saturday
ORD102413,2023-04-21,Electronics,Headphones,South,Home Office,Same Day,UPI,2,76008.72,0.15,129214.82,51110.57,39.55,April,4,Q2,Friday
ORD102414,2023-08-12,Sports,Cricket Bat,West,Home Office,Economy,Debit Card,1,9047.19,0.15,7690.11,1618.63,21.05,August,8,Q3,Saturday
ORD102415,2023-11-29,Electronics,Smartphone,Central,Consumer,Standard,COD,4,13725.97,0.0,54903.88,17359.14,31.62,November,11,Q4,Wednesday
ORD102416,2023-07-28,Books,Comics,South,Consumer,Standard,Debit Card,2,239.78,0.1,431.6,98.78,22.89,July,7,Q3,Friday
ORD102417,2023-09-18,Sports,Cricket Bat,West,Consumer,Standard,UPI,3,8903.19,0.1,24038.61,7983.59,33.21,September,9,Q3,Monday
ORD102418,2023-06-09,Electronics,Smartwatch,North,Consumer,Economy,COD,4,41253.29,0.1,148511.84,38757.27,26.1,June,6,Q2,Friday
ORD102419,2023-04-28,Books,Textbook,North,Home Office,Standard,COD,5,426.26,0.15,1811.61,500.07,27.6,April,4,Q2,Friday
ORD102420,2023-12-18,Clothing,Kurta,Central,Home Office,Economy,Net Banking,1,2833.92,0.0,2833.92,1066.99,37.65,December,12,Q4,Monday
ORD102421,2023-06-30,Clothing,Saree,Central,Corporate,Same Day,Net Banking,5,864.75,0.0,4323.75,1778.58,41.14,June,6,Q2,Friday
ORD102422,2023-01-31,Sports,Cycle,West,Consumer,Same Day,Credit Card,4,2004.02,0.0,8016.08,3342.23,41.69,January,1,Q1,Tuesday
ORD102423,2023-07-01,Clothing,Jeans,West,Corporate,Economy,Credit Card,1,3993.43,0.0,3993.43,1658.48,41.53,July,7,Q3,Saturday
ORD102424,2023-04-05,Home & Kitchen,Pressure Cooker,South,Consumer,Economy,Net Banking,2,1420.76,0.1,2557.37,1085.55,42.45,April,4,Q2,Wednesday
ORD102425,2023-04-16,Clothing,Kurta,East,Home Office,Economy,Debit Card,3,2115.81,0.2,5077.94,2212.31,43.57,April,4,Q2,Sunday
ORD102426,2023-10-20,Electronics,Tablet,North,Corporate,Express,Credit Card,3,76899.25,0.0,230697.75,87951.23,38.12,October,10,Q4,Friday
ORD102427,2023-08-01,Sports,Cricket Bat,East,Consumer,Standard,Debit Card,1,19797.46,0.0,19797.46,8933.64,45.13,August,8,Q3,Tuesday
ORD102428,2023-05-04,Electronics,Headphones,Central,Corporate,Express,Net Banking,1,21148.78,0.05,20091.34,10506.77,52.3,May,5,Q2,Thursday
ORD102429,2023-11-21,Home & Kitchen,Pressure Cooker,North,Consumer,Economy,Credit Card,4,10835.29,0.0,43341.16,13638.1,31.47,November,11,Q4,Tuesday
ORD102430,2023-03-22,Sports,Cycle,Central,Corporate,Same Day,Net Banking,1,1377.97,0.15,1171.27,549.5,46.91,March,3,Q1,Wednesday
ORD102431,2023-09-26,Home & Kitchen,Pressure Cooker,West,Home Office,Standard,UPI,3,14826.36,0.2,35583.26,6590.76,18.52,September,9,Q3,Tuesday
ORD102432,2023-09-25,Home & Kitchen,Mixer,South,Home Office,Economy,COD,5,3376.29,0.1,15193.31,4963.37,32.67,September,9,Q3,Monday
ORD102433,2023-06-02,Electronics,Headphones,West,Home Office,Standard,Net Banking,4,41065.78,0.0,164263.12,89294.87,54.36,June,6,Q2,Friday
ORD102434,2023-06-18,Home & Kitchen,Pressure Cooker,West,Corporate,Express,COD,2,7995.96,0.1,14392.73,5726.53,39.79,June,6,Q2,Sunday
ORD102435,2023-10-19,Sports,Yoga Mat,West,Home Office,Economy,Net Banking,4,2654.75,0.1,9557.1,3882.56,40.62,October,10,Q4,Thursday
ORD102436,2023-10-07,Electronics,Laptop,Central,Consumer,Same Day,COD,1,60077.2,0.0,60077.2,19866.52,33.07,October,10,Q4,Saturday
ORD102437,2023-01-31,Home & Kitchen,Lamp,North,Consumer,Same Day,Credit Card,4,6718.4,0.0,26873.6,8540.14,31.78,January,1,Q1,Tuesday
ORD102438,2023-12-10,Electronics,Laptop,South,Consumer,Economy,Debit Card,3,79430.62,0.2,190633.49,62585.43,32.83,December,12,Q4,Sunday
ORD102439,2023-10-05,Home & Kitchen,Bedsheet,North,Home Office,Express,COD,5,13567.64,0.2,54270.56,22218.29,40.94,October,10,Q4,Thursday
ORD102440,2023-12-01,Electronics,Smartphone,West,Consumer,Standard,Debit Card,1,71117.68,0.0,71117.68,21845.15,30.72,December,12,Q4,Friday
ORD102441,2023-12-01,Home & Kitchen,Bedsheet,East,Home Office,Economy,UPI,1,6228.6,0.0,6228.6,3064.16,49.2,December,12,Q4,Friday
ORD102442,2023-12-11,Books,Comics,Central,Home Office,Same Day,COD,4,1451.93,0.1,5226.95,1308.19,25.03,December,12,Q4,Monday
ORD102443,2023-04-16,Books,Textbook,East,Home Office,Express,Net Banking,1,697.66,0.2,558.13,100.43,17.99,April,4,Q2,Sunday
ORD102444,2023-12-31,Home & Kitchen,Water Purifier,South,Home Office,Same Day,COD,4,1788.58,0.2,5723.46,2323.79,40.6,December,12,Q4,Sunday
ORD102445,2023-10-30,Clothing,Jacket,East,Consumer,Standard,UPI,4,3944.24,0.0,15776.96,7969.95,50.52,October,10,Q4,Monday
ORD102446,2023-01-12,Clothing,Kurta,Central,Home Office,Economy,Debit Card,4,945.55,0.0,3782.2,1285.54,33.99,January,1,Q1,Thursday
ORD102447,2023-05-18,Electronics,Smartwatch,Central,Home Office,Same Day,Net Banking,3,17499.51,0.0,52498.53,23257.91,44.3,May,5,Q2,Thursday
ORD102448,2023-04-29,Sports,Yoga Mat,Central,Corporate,Standard,COD,2,13034.5,0.2,20855.2,8738.6,41.9,April,4,Q2,Saturday
ORD102449,2023-09-28,Electronics,Laptop,South,Corporate,Same Day,Net Banking,5,5138.71,0.05,24408.87,12286.47,50.34,September,9,Q3,Thursday
ORD102450,2023-06-09,Clothing,Saree,North,Consumer,Same Day,Debit Card,5,4166.07,0.1,18747.31,7391.92,39.43,June,6,Q2,Friday
ORD102451,2023-04-25,Home & Kitchen,Bedsheet,North,Home Office,Standard,Debit Card,1,14355.65,0.0,14355.65,7887.92,54.95,April,4,Q2,Tuesday
ORD102452,2023-01-05,Sports,Cycle,South,Home Office,Same Day,Net Banking,4,3476.99,0.0,13907.96,5406.51,38.87,January,1,Q1,Thursday
ORD102453,2023-04-13,Clothing,Jeans,East,Home Office,Standard,Debit Card,2,353.65,0.15,601.2,239.29,39.8,April,4,Q2,Thursday
ORD102454,2023-02-17,Electronics,Laptop,Central,Consumer,Same Day,UPI,4,47609.56,0.0,190438.24,84483.06,44.36,February,2,Q1,Friday
ORD102455,2023-10-02,Books,Textbook,West,Corporate,Same Day,COD,2,273.54,0.0,547.08,223.22,40.8,October,10,Q4,Monday
ORD102456,2023-03-23,Books,Textbook,North,Consumer,Same Day,Debit Card,3,1220.85,0.05,3479.42,1615.86,46.44,March,3,Q1,Thursday
ORD102457,2023-06-16,Clothing,Jeans,North,Corporate,Express,Debit Card,4,3593.12,0.2,11497.98,3103.02,26.99,June,6,Q2,Friday
ORD102458,2023-12-28,Electronics,Smartwatch,South,Consumer,Same Day,Credit Card,4,10695.09,0.2,34224.29,14615.37,42.7,December,12,Q4,Thursday
ORD102459,2023-09-22,Electronics,Tablet,Central,Consumer,Economy,Debit Card,2,16548.25,0.2,26477.2,6793.61,25.66,September,9,Q3,Friday
ORD102460,2023-08-18,Sports,Yoga Mat,East,Home Office,Same Day,Net Banking,2,19370.12,0.0,38740.24,15514.93,40.05,August,8,Q3,Friday
ORD102461,2023-06-13,Sports,Dumbbells,Central,Corporate,Economy,Credit Card,2,15100.94,0.05,28691.79,10111.88,35.24,June,6,Q2,Tuesday
ORD102462,2023-06-24,Sports,Cricket Bat,South,Home Office,Same Day,COD,5,2484.15,0.2,9936.6,1898.96,19.11,June,6,Q2,Saturday
ORD102463,2023-09-20,Books,Comics,North,Corporate,Same Day,Credit Card,2,715.42,0.1,1287.76,562.52,43.68,September,9,Q3,Wednesday
ORD102464,2023-09-30,Books,Fiction Novel,North,Home Office,Same Day,Credit Card,4,1066.06,0.1,3837.82,857.41,22.34,September,9,Q3,Saturday
ORD102465,2023-12-29,Sports,Yoga Mat,South,Home Office,Economy,Net Banking,4,19281.24,0.05,73268.71,23106.17,31.54,December,12,Q4,Friday
ORD102466,2023-10-05,Electronics,Headphones,South,Consumer,Express,Debit Card,2,73822.72,0.15,125498.62,54993.79,43.82,October,10,Q4,Thursday
ORD102467,2023-07-09,Sports,Cycle,North,Home Office,Same Day,Debit Card,2,6428.87,0.15,10929.08,4898.42,44.82,July,7,Q3,Sunday
ORD102468,2023-11-29,Books,Fiction Novel,East,Consumer,Express,UPI,2,478.42,0.15,813.31,231.07,28.41,November,11,Q4,Wednesday
ORD102469,2023-06-12,Sports,Cycle,East,Home Office,Same Day,Debit Card,4,14503.18,0.0,58012.72,17677.05,30.47,June,6,Q2,Monday
ORD102470,2023-11-15,Sports,Dumbbells,East,Home Office,Same Day,Net Banking,3,17966.64,0.15,45814.93,11224.71,24.5,November,11,Q4,Wednesday
ORD102471,2023-05-07,Electronics,Tablet,East,Consumer,Standard,COD,3,32743.74,0.1,88408.1,20917.65,23.66,May,5,Q2,Sunday
ORD102472,2023-03-21,Clothing,Jeans,East,Consumer,Express,UPI,3,433.71,0.0,1301.13,576.02,44.27,March,3,Q1,Tuesday
ORD102473,2023-05-08,Books,Biography,West,Consumer,Economy,Credit Card,3,202.83,0.15,517.22,227.89,44.06,May,5,Q2,Monday
ORD102474,2023-12-08,Electronics,Tablet,East,Corporate,Express,Net Banking,1,57200.12,0.2,45760.1,9203.23,20.11,December,12,Q4,Friday
ORD102475,2023-04-02,Electronics,Laptop,North,Consumer,Economy,UPI,4,26728.49,0.1,96222.56,22055.66,22.92,April,4,Q2,Sunday
ORD102476,2023-07-12,Home & Kitchen,Water Purifier,East,Consumer,Economy,COD,1,4937.1,0.0,4937.1,2615.51,52.98,July,7,Q3,Wednesday
ORD102477,2023-05-14,Books,Self-Help,South,Consumer,Same Day,UPI,3,529.77,0.0,1589.31,631.26,39.72,May,5,Q2,Sunday
ORD102478,2023-03-03,Electronics,Tablet,East,Home Office,Economy,Debit Card,4,70210.23,0.2,224672.74,39218.14,17.46,March,3,Q1,Friday
ORD102479,2023-03-16,Sports,Yoga Mat,Central,Home Office,Standard,COD,1,8535.92,0.0,8535.92,2567.67,30.08,March,3,Q1,Thursday
ORD102480,2023-03-08,Home & Kitchen,Pressure Cooker,West,Home Office,Economy,COD,3,14305.48,0.0,42916.44,21586.54,50.3,March,3,Q1,Wednesday
ORD102481,2023-06-16,Sports,Cricket Bat,West,Home Office,Economy,Credit Card,2,8120.69,0.15,13805.17,6387.03,46.27,June,6,Q2,Friday
ORD102482,2023-09-22,Books,Fiction Novel,South,Consumer,Standard,Credit Card,5,672.29,0.1,3025.3,780.76,25.81,September,9,Q3,Friday
ORD102483,2023-03-14,Sports,Dumbbells,Central,Home Office,Economy,Credit Card,3,7632.55,0.2,18318.12,2316.97,12.65,March,3,Q1,Tuesday
ORD102484,2023-09-12,Sports,Cricket Bat,South,Corporate,Standard,COD,4,4386.01,0.0,17544.04,9162.0,52.22,September,9,Q3,Tuesday
ORD102485,2023-10-30,Clothing,Jacket,North,Home Office,Express,COD,3,2439.29,0.0,7317.87,3560.15,48.65,October,10,Q4,Monday
ORD102486,2023-11-23,Books,Biography,North,Corporate,Standard,Debit Card,1,352.56,0.0,352.56,138.92,39.4,November,11,Q4,Thursday
ORD102487,2023-04-05,Electronics,Smartphone,Central,Home Office,Economy,UPI,4,65350.86,0.05,248333.27,69694.48,28.06,April,4,Q2,Wednesday
ORD102488,2023-02-07,Home & Kitchen,Bedsheet,West,Consumer,Same Day,UPI,2,1486.22,0.2,2377.95,488.37,20.54,February,2,Q1,Tuesday
ORD102489,2023-09-27,Clothing,T-Shirt,Central,Consumer,Economy,UPI,5,4636.97,0.0,23184.85,10033.65,43.28,September,9,Q3,Wednesday
ORD102490,2023-06-14,Clothing,T-Shirt,North,Consumer,Express,Net Banking,4,3099.69,0.15,10538.95,2019.56,19.16,June,6,Q2,Wednesday
ORD102491,2023-06-25,Electronics,Smartwatch,South,Corporate,Standard,Credit Card,5,63568.63,0.1,286058.83,97294.54,34.01,June,6,Q2,Sunday
ORD102492,2023-08-14,Sports,Cricket Bat,South,Corporate,Same Day,Net Banking,3,6291.03,0.0,18873.09,7749.63,41.06,August,8,Q3,Monday
ORD102493,2023-04-28,Home & Kitchen,Pressure Cooker,East,Consumer,Same Day,Net Banking,3,14293.76,0.0,42881.28,16774.41,39.12,April,4,Q2,Friday
ORD102494,2023-10-14,Sports,Running Shoes,West,Home Office,Same Day,Net Banking,3,4563.51,0.0,13690.53,5110.18,37.33,October,10,Q4,Saturday
ORD102495,2023-03-29,Home & Kitchen,Lamp,West,Corporate,Standard,COD,4,8784.35,0.15,29866.79,9497.92,31.8,March,3,Q1,Wednesday
ORD102496,2023-07-08,Home & Kitchen,Bedsheet,South,Corporate,Economy,COD,1,6823.24,0.2,5458.59,862.35,15.8,July,7,Q3,Saturday
ORD102497,2023-06-05,Electronics,Smartwatch,West,Consumer,Express,COD,5,18749.25,0.1,84371.62,19126.07,22.67,June,6,Q2,Monday
ORD102498,2023-09-06,Home & Kitchen,Bedsheet,Central,Corporate,Economy,UPI,5,2109.37,0.2,8437.48,2243.23,26.59,September,9,Q3,Wednesday
ORD102499,2023-07-15,Electronics,Headphones,East,Corporate,Standard,COD,2,30269.12,0.0,60538.24,32208.37,53.2,July,7,Q3,Saturday
ORD102500,2023-01-13,Sports,Cricket Bat,North,Corporate,Standard,Net Banking,4,14174.89,0.05,53864.58,27347.54,50.77,January,1,Q1,Friday
ORD102501,2023-10-22,Books,Textbook,West,Home Office,Economy,COD,1,1252.09,0.0,1252.09,663.59,53.0,October,10,Q4,Sunday
ORD102502,2023-11-30,Electronics,Laptop,North,Home Office,Economy,UPI,5,76274.72,0.0,381373.6,146374.82,38.38,November,11,Q4,Thursday
ORD102503,2023-01-28,Sports,Cycle,North,Consumer,Express,UPI,5,19854.4,0.0,99272.0,38270.26,38.55,January,1,Q1,Saturday
ORD102504,2023-05-18,Electronics,Laptop,Central,Corporate,Economy,Credit Card,4,75232.79,0.1,270838.04,131622.7,48.6,May,5,Q2,Thursday
ORD102505,2023-09-04,Clothing,Saree,South,Corporate,Express,UPI,3,3714.63,0.15,9472.31,3167.43,33.44,September,9,Q3,Monday
ORD102506,2023-12-27,Clothing,Kurta,West,Corporate,Express,Net Banking,4,1898.5,0.0,7594.0,3664.82,48.26,December,12,Q4,Wednesday
ORD102507,2023-03-23,Home & Kitchen,Water Purifier,West,Consumer,Express,Net Banking,1,14447.02,0.0,14447.02,6479.09,44.85,March,3,Q1,Thursday
ORD102508,2023-03-02,Sports,Running Shoes,East,Corporate,Express,COD,4,8566.17,0.2,27411.74,5486.8,20.02,March,3,Q1,Thursday
ORD102509,2023-10-05,Sports,Yoga Mat,West,Home Office,Express,UPI,5,14243.03,0.0,71215.15,23161.07,32.52,October,10,Q4,Thursday
ORD102510,2023-02-01,Home & Kitchen,Water Purifier,South,Home Office,Economy,Credit Card,4,10693.82,0.1,38497.75,14830.54,38.52,February,2,Q1,Wednesday
ORD102511,2023-02-21,Books,Textbook,North,Corporate,Express,Net Banking,2,953.49,0.0,1906.98,811.96,42.58,February,2,Q1,Tuesday
ORD102512,2023-04-02,Clothing,T-Shirt,Central,Home Office,Economy,COD,1,748.41,0.0,748.41,298.05,39.82,April,4,Q2,Sunday
ORD102513,2023-11-22,Books,Biography,South,Consumer,Standard,Debit Card,2,255.5,0.0,511.0,217.07,42.48,November,11,Q4,Wednesday
ORD102514,2023-05-16,Books,Comics,North,Consumer,Express,Credit Card,1,547.18,0.0,547.18,215.92,39.46,May,5,Q2,Tuesday
ORD102515,2023-01-08,Sports,Running Shoes,West,Consumer,Standard,COD,5,7720.91,0.0,38604.55,16475.43,42.68,January,1,Q1,Sunday
ORD102516,2023-04-23,Books,Comics,East,Home Office,Economy,Debit Card,3,665.46,0.15,1696.92,628.25,37.02,April,4,Q2,Sunday
ORD102517,2023-06-18,Clothing,Saree,West,Consumer,Economy,Debit Card,2,4462.17,0.0,8924.34,4199.15,47.05,June,6,Q2,Sunday
ORD102518,2023-04-10,Books,Self-Help,West,Home Office,Economy,COD,1,668.27,0.0,668.27,305.88,45.77,April,4,Q2,Monday
ORD102519,2023-03-02,Books,Self-Help,South,Consumer,Standard,Credit Card,4,1243.44,0.05,4725.07,2112.48,44.71,March,3,Q1,Thursday
ORD102520,2023-02-04,Clothing,Saree,East,Corporate,Express,UPI,5,1847.1,0.2,7388.4,3034.37,41.07,February,2,Q1,Saturday
ORD102521,2023-06-28,Clothing,Jacket,North,Home Office,Standard,Debit Card,2,3360.66,0.1,6049.19,1605.84,26.55,June,6,Q2,Wednesday
ORD102522,2023-04-27,Sports,Dumbbells,East,Home Office,Same Day,Credit Card,2,1904.4,0.0,3808.8,1698.05,44.58,April,4,Q2,Thursday
ORD102523,2023-10-26,Home & Kitchen,Lamp,North,Corporate,Standard,Credit Card,5,4524.7,0.2,18098.8,4762.24,26.31,October,10,Q4,Thursday
ORD102524,2023-03-14,Home & Kitchen,Pressure Cooker,North,Consumer,Economy,COD,3,6132.96,0.15,15639.05,5166.72,33.04,March,3,Q1,Tuesday
ORD102525,2023-08-27,Books,Textbook,South,Home Office,Same Day,Debit Card,5,840.71,0.1,3783.2,1387.88,36.69,August,8,Q3,Sunday
ORD102526,2023-08-30,Books,Fiction Novel,East,Home Office,Same Day,Debit Card,4,1481.34,0.15,5036.56,1468.57,29.16,August,8,Q3,Wednesday
ORD102527,2023-02-15,Electronics,Smartwatch,South,Home Office,Economy,Credit Card,2,14352.45,0.0,28704.9,15634.5,54.47,February,2,Q1,Wednesday
ORD102528,2023-01-10,Home & Kitchen,Water Purifier,East,Corporate,Economy,COD,3,13614.3,0.0,40842.9,15225.58,37.28,January,1,Q1,Tuesday
ORD102529,2023-11-26,Home & Kitchen,Bedsheet,South,Home Office,Same Day,UPI,2,4771.19,0.15,8111.02,3277.38,40.41,November,11,Q4,Sunday
ORD102530,2023-05-31,Clothing,Jacket,South,Consumer,Economy,Debit Card,1,2419.46,0.0,2419.46,1254.53,51.85,May,5,Q2,Wednesday
ORD102531,2023-02-05,Books,Self-Help,South,Home Office,Same Day,COD,2,766.16,0.15,1302.47,338.66,26.0,February,2,Q1,Sunday
ORD102532,2023-11-02,Clothing,Saree,North,Consumer,Standard,Net Banking,2,1887.43,0.0,3774.86,1230.05,32.59,November,11,Q4,Thursday
ORD102533,2023-12-27,Clothing,Jacket,Central,Consumer,Economy,Credit Card,4,3562.43,0.15,12112.26,4419.07,36.48,December,12,Q4,Wednesday
ORD102534,2023-11-17,Sports,Cycle,West,Corporate,Economy,Net Banking,1,4678.85,0.2,3743.08,1038.06,27.73,November,11,Q4,Friday
ORD102535,2023-10-23,Home & Kitchen,Mixer,South,Corporate,Economy,Credit Card,4,5788.07,0.1,20837.05,5649.72,27.11,October,10,Q4,Monday
ORD102536,2023-07-20,Clothing,Saree,East,Corporate,Express,Debit Card,2,4750.75,0.1,8551.35,1938.59,22.67,July,7,Q3,Thursday
ORD102537,2023-09-01,Home & Kitchen,Lamp,South,Consumer,Standard,Net Banking,1,8462.27,0.15,7192.93,3153.21,43.84,September,9,Q3,Friday
ORD102538,2023-09-17,Home & Kitchen,Lamp,North,Home Office,Standard,Credit Card,3,14795.07,0.0,44385.21,15075.0,33.96,September,9,Q3,Sunday
ORD102539,2023-04-14,Books,Self-Help,Central,Corporate,Same Day,UPI,3,1211.29,0.2,2907.1,1078.18,37.09,April,4,Q2,Friday
ORD102540,2023-07-20,Sports,Yoga Mat,North,Consumer,Same Day,Debit Card,5,3741.62,0.0,18708.1,6709.2,35.86,July,7,Q3,Thursday
ORD102541,2023-08-31,Home & Kitchen,Pressure Cooker,East,Consumer,Standard,COD,3,7521.59,0.0,22564.77,7605.4,33.7,August,8,Q3,Thursday
ORD102542,2023-11-02,Sports,Cricket Bat,North,Home Office,Standard,UPI,2,9901.43,0.05,18812.72,8923.24,47.43,November,11,Q4,Thursday
ORD102543,2023-10-23,Electronics,Smartwatch,North,Consumer,Standard,UPI,3,16660.6,0.2,39985.44,6260.81,15.66,October,10,Q4,Monday
ORD102544,2023-10-30,Sports,Running Shoes,Central,Corporate,Express,COD,4,17690.62,0.0,70762.48,37002.83,52.29,October,10,Q4,Monday
ORD102545,2023-07-01,Clothing,Kurta,Central,Corporate,Economy,Credit Card,5,4658.72,0.0,23293.6,11025.35,47.33,July,7,Q3,Saturday
ORD102546,2023-06-24,Clothing,Kurta,Central,Consumer,Economy,Debit Card,2,1377.56,0.1,2479.61,716.41,28.89,June,6,Q2,Saturday
ORD102547,2023-04-05,Electronics,Tablet,North,Home Office,Standard,Credit Card,2,44876.89,0.15,76290.71,35579.18,46.64,April,4,Q2,Wednesday
ORD102548,2023-02-02,Home & Kitchen,Mixer,North,Consumer,Same Day,COD,2,7878.13,0.2,12605.01,2841.89,22.55,February,2,Q1,Thursday
ORD102549,2023-09-21,Sports,Running Shoes,East,Consumer,Standard,COD,1,12938.92,0.1,11645.03,3545.23,30.44,September,9,Q3,Thursday
ORD102550,2023-05-11,Home & Kitchen,Pressure Cooker,North,Consumer,Economy,Credit Card,5,1250.26,0.0,6251.3,2723.1,43.56,May,5,Q2,Thursday
ORD102551,2023-12-25,Sports,Yoga Mat,South,Home Office,Standard,COD,1,16295.26,0.0,16295.26,8838.68,54.24,December,12,Q4,Monday
ORD102552,2023-05-22,Electronics,Tablet,South,Home Office,Standard,Debit Card,5,42901.78,0.2,171607.12,37113.66,21.63,May,5,Q2,Monday
ORD102553,2023-03-06,Home & Kitchen,Pressure Cooker,East,Home Office,Same Day,Credit Card,2,5277.29,0.2,8443.66,1463.69,17.33,March,3,Q1,Monday
ORD102554,2023-01-15,Books,Textbook,North,Consumer,Economy,Debit Card,4,278.52,0.0,1114.08,438.54,39.36,January,1,Q1,Sunday
ORD102555,2023-05-15,Clothing,Jeans,South,Consumer,Same Day,Net Banking,1,4319.91,0.1,3887.92,1573.57,40.47,May,5,Q2,Monday
ORD102556,2023-04-27,Sports,Yoga Mat,West,Consumer,Economy,UPI,2,16548.39,0.1,29787.1,7612.98,25.56,April,4,Q2,Thursday
ORD102557,2023-08-31,Books,Textbook,East,Home Office,Same Day,Credit Card,3,1063.83,0.05,3031.92,1590.4,52.46,August,8,Q3,Thursday
ORD102558,2023-01-18,Books,Self-Help,North,Consumer,Standard,Net Banking,2,254.98,0.0,509.96,278.55,54.62,January,1,Q1,Wednesday
ORD102559,2023-12-24,Electronics,Smartwatch,South,Consumer,Standard,Debit Card,3,35020.46,0.0,105061.38,36543.12,34.78,December,12,Q4,Sunday
ORD102560,2023-02-06,Books,Self-Help,West,Corporate,Express,Net Banking,2,606.33,0.05,1152.03,403.25,35.0,February,2,Q1,Monday
ORD102561,2023-12-18,Books,Biography,West,Home Office,Express,COD,2,1269.49,0.2,2031.18,701.56,34.54,December,12,Q4,Monday
ORD102562,2023-07-08,Books,Self-Help,South,Home Office,Same Day,Credit Card,4,221.93,0.15,754.56,264.65,35.07,July,7,Q3,Saturday
ORD102563,2023-03-31,Home & Kitchen,Mixer,North,Home Office,Standard,UPI,1,14763.28,0.0,14763.28,6233.92,42.23,March,3,Q1,Friday
ORD102564,2023-03-29,Home & Kitchen,Lamp,Central,Consumer,Economy,Net Banking,2,9900.19,0.05,18810.36,7284.91,38.73,March,3,Q1,Wednesday
ORD102565,2023-12-02,Electronics,Smartphone,Central,Corporate,Standard,COD,2,43757.86,0.0,87515.72,30268.11,34.59,December,12,Q4,Saturday
ORD102566,2023-08-26,Sports,Yoga Mat,West,Consumer,Express,COD,1,5788.26,0.1,5209.43,2089.7,40.11,August,8,Q3,Saturday
ORD102567,2023-07-06,Books,Biography,West,Consumer,Same Day,Net Banking,5,477.7,0.05,2269.07,761.67,33.57,July,7,Q3,Thursday
ORD102568,2023-08-03,Books,Self-Help,North,Corporate,Standard,Net Banking,4,308.79,0.2,988.13,300.55,30.42,August,8,Q3,Thursday
ORD102569,2023-01-29,Books,Fiction Novel,Central,Corporate,Economy,Credit Card,5,628.93,0.05,2987.42,1493.06,49.98,January,1,Q1,Sunday
ORD102570,2023-07-22,Sports,Running Shoes,East,Corporate,Standard,COD,5,7072.42,0.05,33593.99,11991.73,35.7,July,7,Q3,Saturday
ORD102571,2023-02-10,Home & Kitchen,Water Purifier,Central,Corporate,Economy,Credit Card,3,8413.19,0.2,20191.66,7865.11,38.95,February,2,Q1,Friday
ORD102572,2023-10-04,Electronics,Tablet,South,Consumer,Standard,Net Banking,2,32956.35,0.0,65912.7,25435.8,38.59,October,10,Q4,Wednesday
ORD102573,2023-03-12,Sports,Running Shoes,West,Home Office,Economy,UPI,3,18343.87,0.2,44025.29,7204.32,16.36,March,3,Q1,Sunday
